site,date,depth_m,diver,time,lesion_count
Caracasbaai,5/26/22,5,Cheyenna,1:10,3
Caracasbaai,5/26/22,5,Cheyenna,1:29,4
Caracasbaai,5/26/22,5,Cheyenna,4:08,2
Caracasbaai,5/26/22,5,Cheyenna,3:38,3
Caracasbaai,5/26/22,5,Cheyenna,2:28,1
Caracasbaai,5/26/22,5,Cheyenna,2:47,0
Caracasbaai,5/26/22,5,Cheyenna,2:00,10
Caracasbaai,5/26/22,5,Cheyenna,2:05,3
Caracasbaai,5/26/22,5,Cheyenna,3:02,16
Caracasbaai,5/26/22,5,Cheyenna,3:26,12
Caracasbaai,5/26/22,5,Remon,2:09,0
Caracasbaai,5/26/22,5,Remon,1:42,1
Caracasbaai,5/26/22,5,Remon,1:28,9
Caracasbaai,5/26/22,5,Remon,0:55,0
Caracasbaai,5/26/22,5,Remon,1:10,0
Caracasbaai,5/26/22,5,Remon,4:26,4
Caracasbaai,5/26/22,5,Remon,3:37,0
Caracasbaai,5/26/22,5,Remon,1:47,0
Caracasbaai,5/26/22,5,Remon,2:39,0
Caracasbaai,5/26/22,5,Remon,0:09,8
Caracasbaai,5/26/22,5,Remon,0:16,0
Caracasbaai,5/26/22,5,Remon,1:51,12
Caracasbaai,5/26/22,5,Remon,3:20,1
Caracasbaai,5/26/22,5,Remon,1:10,0
Caracasbaai,5/26/22,5,Remon,3:55,2
Caracasbaai,5/26/22,5,Remon,0:35,0
Caracasbaai,5/26/22,5,Remon,1:30,1
Caracasbaai,5/26/22,5,Remon,3:00,0
Caracasbaai,5/26/22,5,Remon,2:08,12
Caracasbaai,5/26/22,5,Remon,2:27,7
Caracasbaai,5/26/22,5,Remon,1:01,0
Caracasbaai,5/26/22,5,Remon,0:55,2
Caracasbaai,5/26/22,5,Remon,3:53,9
Caracasbaai,5/26/22,5,Remon,0:25,0
Caracasbaai,5/26/22,5,Remon,3:13,0
Caracasbaai,5/26/22,5,Remon,5:00,2
Caracasbaai,5/26/22,5,Remon,3:19,4
Caracasbaai,5/26/22,5,Remon,0:10,0
Caracasbaai,5/26/22,5,Remon,3:00,7
Caracasbaai,5/26/22,5,Remon,1:11,0
Caracasbaai,5/26/22,5,Remon,1:11,0
Caracasbaai,5/26/22,5,Remon,3:28,1
Caracasbaai,5/26/22,5,Remon,2:28,0
Caracasbaai,5/26/22,5,Remon,3:16,0
Rif Sint Marie,3/15/22,2,Cheyenna,1:37,1
Rif Sint Marie,3/15/22,2,Cheyenna,0:35,8
Rif Sint Marie,3/15/22,2,Cheyenna,2:22,7
Rif Sint Marie,3/15/22,2,Cheyenna,2:14,1
Rif Sint Marie,3/15/22,2,Cheyenna,5:47,19
Rif Sint Marie,3/15/22,2,Cheyenna,0:29,15
Rif Sint Marie,3/15/22,2,Cheyenna,6:28,5
Rif Sint Marie,3/15/22,2,Cheyenna,0:32,3
Rif Sint Marie,3/15/22,2,Cheyenna,4:59,4
Rif Sint Marie,3/15/22,2,Cheyenna,6:39,4
Rif Sint Marie,3/15/22,2,Cheyenna,3:03,7
Rif Sint Marie,3/15/22,2,Cheyenna,2:40,4
Rif Sint Marie,3/15/22,2,Cheyenna,6:31,8
Rif Sint Marie,3/15/22,2,Cheyenna,2:47,2
Rif Sint Marie,3/15/22,2,Cheyenna,3:35,6
Rif Sint Marie,3/15/22,2,Cheyenna,3:07,7
Rif Sint Marie,3/15/22,2,Cheyenna,3:59,2
Rif Sint Marie,3/15/22,2,Cheyenna,4:09,1
Rif Sint Marie,3/15/22,2,Cheyenna,2:52,0
Rif Sint Marie,3/15/22,2,Cheyenna,3:06,8
Rif Sint Marie,3/15/22,2,Cheyenna,3:49,1
Rif Sint Marie,3/15/22,2,Cheyenna,3:25,15
Rif Sint Marie,12/29/22,2,Kayleigh,1:09,6
Rif Sint Marie,12/29/22,2,Kayleigh,1:17,26
Rif Sint Marie,12/29/22,2,Kayleigh,1:26,14
Rif Sint Marie,12/29/22,2,Kayleigh,1:29,7
Rif Sint Marie,12/29/22,2,Kayleigh,2:19,6
Rif Sint Marie,12/29/22,2,Kayleigh,1:25,3
Rif Sint Marie,12/29/22,2,Kayleigh,2:57,24
Rif Sint Marie,12/29/22,2,Kayleigh,3:38,8
Rif Sint Marie,12/29/22,2,Kayleigh,3:33,6
Rif Sint Marie,12/29/22,2,Kayleigh,4:47,7
Rif Sint Marie,12/29/22,2,Kayleigh,2:54,11
Rif Sint Marie,12/29/22,2,Kayleigh,2:54,6
Rif Sint Marie,12/29/22,2,Kiara,0:56,7
Rif Sint Marie,12/29/22,2,Kiara,2:35,0
Rif Sint Marie,12/29/22,2,Kiara,2:37,2
Rif Sint Marie,12/29/22,2,Kiara,2:56,3
Rif Sint Marie,12/29/22,2,Kiara,3:45,2
Rif Sint Marie,12/29/22,2,Kiara,4:25,5
Rif Sint Marie,12/29/22,2,Kiara,4:28,3
Rif Sint Marie,12/29/22,2,Kiara,0:16,2
Rif Sint Marie,12/29/22,2,Kiara,0:41,5
Rif Sint Marie,12/29/22,2,Kiara,0:58,11
Rif Sint Marie,12/29/22,2,Kiara,1:06,1
Rif Sint Marie,12/29/22,2,Kiara,1:10,19
Rif Sint Marie,12/29/22,2,Kiara,1:42,12
Rif Sint Marie,12/29/22,2,Kiara,1:57,4
Rif Sint Marie,12/29/22,2,Kiara,2:14,0
Rif Sint Marie,12/29/22,2,Kiara,2:19,3
Rif Sint Marie,12/29/22,2,Kiara,2:20,9
Rif Sint Marie,12/29/22,2,Kiara,2:28,0
Rif Sint Marie,12/29/22,2,Kiara,2:28,13
Rif Sint Marie,12/29/22,2,Kiara,2:41,7
Rif Sint Marie,12/29/22,2,Kiara,3:01,1
Rif Sint Marie,12/29/22,2,Kiara,3:18,9
Rif Sint Marie,12/29/22,2,Kiara,3:24,4
Rif Sint Marie,12/29/22,2,Kiara,3:32,6
Rif Sint Marie,12/29/22,2,Kiara,4:05,4
Rif Sint Marie,12/29/22,2,Kiara,4:32,0
Rif Sint Marie,12/29/22,2,Kiara,4:34,7
Rif Sint Marie,12/29/22,2,Kiara,4:34,15
Rif Sint Marie,12/29/22,2,Kiara,5:08,2
Rif Sint Marie,12/29/22,2,Pieter,1:49,4
Rif Sint Marie,12/29/22,2,Pieter,2:30,3
Rif Sint Marie,12/29/22,2,Pieter,2:47,32
Rif Sint Marie,12/29/22,2,Pieter,2:50,14
Rif Sint Marie,12/29/22,2,Pieter,2:57,13
Rif Sint Marie,12/29/22,2,Pieter,3:06,4
Rif Sint Marie,12/29/22,2,Pieter,0:12,10
Rif Sint Marie,12/29/22,2,Pieter,0:13,3
Rif Sint Marie,12/29/22,2,Pieter,0:28,8
Rif Sint Marie,12/29/22,2,Pieter,0:31,3
Rif Sint Marie,12/29/22,2,Pieter,0:33,13
Rif Sint Marie,12/29/22,2,Pieter,0:58,0
Rif Sint Marie,12/29/22,2,Pieter,1:00,0
Rif Sint Marie,12/29/22,2,Pieter,1:13,18
Rif Sint Marie,12/29/22,2,Pieter,1:18,8
Rif Sint Marie,12/29/22,2,Pieter,1:36,11
Rif Sint Marie,12/29/22,2,Pieter,1:38,1
Rif Sint Marie,12/29/22,2,Pieter,1:42,0
Rif Sint Marie,12/29/22,2,Pieter,1:44,3
Rif Sint Marie,12/29/22,2,Pieter,1:46,8
Rif Sint Marie,12/29/22,2,Pieter,2:03,4
Rif Sint Marie,12/29/22,2,Pieter,2:36,15
Rif Sint Marie,12/29/22,2,Pieter,2:41,0
Rif Sint Marie,12/29/22,2,Pieter,2:50,16
Rif Sint Marie,12/29/22,2,Pieter,3:09,5
Rif Sint Marie,12/29/22,2,Pieter,3:11,0
Rif Sint Marie,12/29/22,2,Pieter,3:13,15
Rif Sint Marie,12/29/22,2,Pieter,3:33,1
Rif Sint Marie,12/29/22,2,Pieter,3:41,5
Rif Sint Marie,12/29/22,2,Pieter,3:25,10
Rif Sint Marie,12/29/22,2,Pieter,3:49,8
Rif Sint Marie,12/29/22,2,Pieter,3:49,6
Rif Sint Marie,12/29/22,2,Pieter,4:11,5
Rif Sint Marie,12/29/22,2,Pieter,4:16,11
Rif Sint Marie,12/29/22,2,Pieter,4:18,3
Rif Sint Marie,12/29/22,2,Pieter,4:54,10
Rif Sint Marie,12/29/22,2,Pieter,4:17,10
Rif Sint Marie,12/29/22,2,Pieter,4:37,0
Rif Sint Marie,12/29/22,2,Pieter,4:55,1
Rif Sint Marie,12/29/22,2,Pieter,5:06,2
Rif Sint Marie,12/29/22,2,Pieter,5:20,6
Rif Sint Marie,12/29/22,2,Pieter,3:57,16
Rif Sint Marie,12/29/22,2,Pieter,4:00,4
Rif Sint Marie,12/29/22,2,Pieter,3:54,2
Rif Sint Marie,12/29/22,2,Pieter,3:55,14
Rif Sint Marie,12/29/22,2,Pieter,4:17,5
Rif Sint Marie,12/29/22,2,Pieter,4:12,5
Rif Sint Marie,12/29/22,2,Pieter,4:17,4
Rif Sint Marie,3/15/22,2,Pieter,3:48,0
Rif Sint Marie,3/15/22,2,Pieter,3:28,7
Rif Sint Marie,3/15/22,2,Pieter,4:45,0
Rif Sint Marie,3/15/22,2,Pieter,2:21,6
Rif Sint Marie,3/15/22,2,Pieter,0:35,12
Rif Sint Marie,3/15/22,2,Pieter,1:07,5
Rif Sint Marie,3/15/22,2,Pieter,3:49,12
Rif Sint Marie,3/15/22,2,Pieter,1:52,6
Rif Sint Marie,3/15/22,2,Pieter,0:58,17
Rif Sint Marie,3/15/22,2,Pieter,4:34,3
Rif Sint Marie,3/15/22,2,Pieter,3:46,9
Rif Sint Marie,3/15/22,2,Pieter,1:53,11
Rif Sint Marie,3/15/22,2,Pieter,0:27,7
Rif Sint Marie,3/15/22,2,Pieter,2:29,10
Rif Sint Marie,3/15/22,2,Pieter,2:58,12
Rif Sint Marie,3/15/22,2,Pieter,4:32,7
Rif Sint Marie,3/15/22,2,Pieter,0:33,0
Rif Sint Marie,3/15/22,2,Pieter,4:31,2
Rif Sint Marie,3/15/22,2,Pieter,2:01,3
Rif Sint Marie,3/15/22,2,Pieter,0:33,49
Rif Sint Marie,3/15/22,2,Pieter,2:08,2
Rif Sint Marie,3/15/22,2,Pieter,3:32,13
Rif Sint Marie,3/15/22,2,Pieter,3:18,1
Rif Sint Marie,3/15/22,2,Pieter,4:14,9
Rif Sint Marie,3/15/22,2,Pieter,3:33,16
Rif Sint Marie,3/15/22,2,Pieter,1:42,1
Rif Sint Marie,3/15/22,2,Pieter,4:45,5
Rif Sint Marie,3/15/22,2,Pieter,5:21,11
Rif Sint Marie,3/15/22,2,Pieter,5:58,8
Rif Sint Marie,3/15/22,2,Pieter,1:33,13
Rif Sint Marie,3/15/22,2,Pieter,0:28,9
Rif Sint Marie,3/15/22,2,Pieter,1:34,5
Rif Sint Marie,3/15/22,2,Pieter,2:26,3
Rif Sint Marie,3/15/22,2,Pieter,3:08,11
Rif Sint Marie,3/15/22,2,Pieter,3:56,2
Rif Sint Marie,3/15/22,2,Pieter,1:16,1
Rif Sint Marie,3/15/22,2,Pieter,1:21,3
Rif Sint Marie,3/15/22,2,Pieter,0:58,13
Rif Sint Marie,3/15/22,2,Pieter,0:21,8
Rif Sint Marie,3/15/22,2,Pieter,2:58,4
Rif Sint Marie,3/15/22,2,Pieter,1:29,10
Rif Sint Marie,3/15/22,2,Pieter,4:51,8
Rif Sint Marie,3/15/22,2,Pieter,2:54,0
Rif Sint Marie,3/15/22,2,Pieter,0:07,18
Rif Sint Marie,3/15/22,2,Pieter,2:19,0
Rif Sint Marie,3/15/22,2,Pieter,3:37,2
Rif Sint Marie,3/15/22,2,Pieter,1:22,11
Rif Sint Marie,3/15/22,2,Pieter,3:03,7
Rif Sint Marie,3/15/22,2,Pieter,0:42,3
Rif Sint Marie,3/15/22,2,Pieter,4:25,4
Rif Sint Marie,3/15/22,2,Pieter,3:33,16
Rif Sint Marie,3/15/22,2,Pieter,1:13,16
Rif Sint Marie,3/15/22,2,Pieter,3:14,8
Rif Sint Marie,3/15/22,2,Pieter,0:33,10
Rif Sint Marie,3/15/22,2,Pieter,0:30,5
Rif Sint Marie,12/29/22,2,Teagan,2:29,1
Rif Sint Marie,12/29/22,2,Teagan,3:21,16
Rif Sint Marie,12/29/22,2,Teagan,1:44,3
Rif Sint Marie,12/29/22,2,Teagan,1:47,6
Rif Sint Marie,12/29/22,2,Teagan,1:47,4
Rif Sint Marie,12/29/22,2,Teagan,1:47,0
Rif Sint Marie,12/29/22,2,Teagan,1:47,3
Rif Sint Marie,12/29/22,2,Teagan,2:07,10
Rif Sint Marie,12/29/22,2,Teagan,2:15,5
Rif Sint Marie,12/29/22,2,Teagan,1:30,4
Rif Sint Marie,12/29/22,2,Teagan,1:35,10
Rif Sint Marie,12/29/22,2,Teagan,1:38,2
Rif Sint Marie,12/29/22,2,Teagan,1:41,8
Rif Sint Marie,12/29/22,2,Teagan,1:43,0
Rif Sint Marie,12/29/22,2,Teagan,1:43,2
Rif Sint Marie,12/29/22,2,Teagan,2:48,3
Rif Sint Marie,12/29/22,2,Teagan,3:19,15
Rif Sint Marie,12/29/22,2,Teagan,3:54,13
Rif Sint Marie,12/29/22,2,Teagan,4:07,0
Rif Sint Marie,12/29/22,2,Teagan,4:27,7
Rif Sint Marie,12/29/22,2,Teagan,4:30,3
Rif Sint Marie,12/29/22,2,Teagan,4:59,3
Rif Sint Marie,12/29/22,2,Teagan,2:17,0
Rif Sint Marie,12/29/22,2,Teagan,2:27,7
Rif Sint Marie,12/29/22,2,Teagan,2:28,1
Rif Sint Marie,12/29/22,2,Teagan,2:42,6
Rif Sint Marie,12/29/22,2,Teagan,2:44,2
Rif Sint Marie,12/29/22,2,Teagan,2:46,9
Rif Sint Marie,12/29/22,5,Celeste,3:18,0
Rif Sint Marie,12/29/22,5,Celeste,0:31,0
Rif Sint Marie,12/29/22,5,Celeste,2:14,5
Rif Sint Marie,12/29/22,5,Celeste,3:05,0
Rif Sint Marie,12/29/22,5,Celeste,2:04,4
Rif Sint Marie,12/29/22,5,Celeste,0:59,1
Rif Sint Marie,12/29/22,5,Celeste,1:01,13
Rif Sint Marie,3/17/22,5,Cheyenna,1:44,3
Rif Sint Marie,3/17/22,5,Cheyenna,0:44,1
Rif Sint Marie,3/17/22,5,Cheyenna,4:07,0
Rif Sint Marie,3/17/22,5,Cheyenna,3:00,3
Rif Sint Marie,3/17/22,5,Cheyenna,2:40,4
Rif Sint Marie,3/17/22,5,Cheyenna,5:30,19
Rif Sint Marie,3/17/22,5,Cheyenna,3:58,10
Rif Sint Marie,3/17/22,5,Cheyenna,0:45,19
Rif Sint Marie,3/17/22,5,Cheyenna,6:27,0
Rif Sint Marie,3/17/22,5,Cheyenna,5:22,0
Rif Sint Marie,3/17/22,5,Cheyenna,3:23,8
Rif Sint Marie,3/17/22,5,Cheyenna,1:33,11
Rif Sint Marie,3/17/22,5,Cheyenna,0:24,9
Rif Sint Marie,3/17/22,5,Cheyenna,2:05,26
Rif Sint Marie,12/29/22,5,emily,1:33,1
Rif Sint Marie,12/29/22,5,emily,5:08,7
Rif Sint Marie,12/29/22,5,emily,2:06,3
Rif Sint Marie,12/29/22,5,emily,1:30,6
Rif Sint Marie,12/29/22,5,emily,3:07,1
Rif Sint Marie,12/29/22,5,emily,5:04,1
Rif Sint Marie,12/29/22,5,emily,0:34,17
Rif Sint Marie,12/29/22,5,Jackson,4:24,1
Rif Sint Marie,12/29/22,5,Jackson,4:50,6
Rif Sint Marie,12/29/22,5,Jackson,1:45,2
Rif Sint Marie,12/29/22,5,Jackson,0:27,4
Rif Sint Marie,12/29/22,5,Jackson,0:51,12
Rif Sint Marie,12/29/22,5,Jackson,2:02,3
Rif Sint Marie,12/29/22,5,Jackson,2:19,11
Rif Sint Marie,12/29/22,5,Jackson,3:11,0
Rif Sint Marie,12/29/22,5,Jackson,4:56,0
Rif Sint Marie,12/29/22,5,Jackson,2:18,5
Rif Sint Marie,12/29/22,5,Jackson,0:23,0
Rif Sint Marie,12/29/22,5,Jackson,1:44,9
Rif Sint Marie,12/29/22,5,Jackson,3:39,6
Rif Sint Marie,12/29/22,5,Jackson,3:46,1
Rif Sint Marie,12/29/22,5,Jeremy,0:28,2
Rif Sint Marie,12/29/22,5,Jeremy,0:33,0
Rif Sint Marie,12/29/22,5,Jeremy,0:33,3
Rif Sint Marie,12/29/22,5,Jeremy,1:49,6
Rif Sint Marie,12/29/22,5,Jeremy,2:19,7
Rif Sint Marie,12/29/22,5,Jeremy,3:17,1
Rif Sint Marie,12/29/22,5,Jeremy,3:53,6
Rif Sint Marie,12/29/22,5,Jeremy,4:20,1
Rif Sint Marie,12/29/22,5,Jeremy,2:36,4
Rif Sint Marie,3/17/22,5,Remon,6:22,18
Rif Sint Marie,3/17/22,5,Remon,2:41,9
Rif Sint Marie,3/17/22,5,Remon,2:47,11
Rif Sint Marie,3/17/22,5,Remon,3:48,6
Rif Sint Marie,3/17/22,5,Remon,6:07,2
Rif Sint Marie,3/17/22,5,Remon,5:48,14
Rif Sint Marie,3/17/22,5,Remon,1:04,22
Rif Sint Marie,3/17/22,5,Remon,0:24,8
Rif Sint Marie,3/17/22,5,Remon,1:39,33
Rif Sint Marie,3/17/22,5,Remon,4:56,4
Rif Sint Marie,3/17/22,5,Remon,2:11,10
Rif Sint Marie,3/17/22,5,Remon,0:33,13
Rif Sint Marie,3/17/22,5,Remon,3:29,4
Rif Sint Marie,3/17/22,5,Remon,3:43,5
Rif Sint Marie,3/17/22,5,Remon,7:01,3
Rif Sint Marie,3/17/22,5,Remon,2:18,3
Rif Sint Marie,3/17/22,5,Remon,1:47,6
Rif Sint Marie,3/17/22,5,Remon,1:33,11
Rif Sint Marie,3/17/22,5,Remon,6:34,3
Rif Sint Marie,3/17/22,5,Remon,5:41,0
Rif Sint Marie,3/17/22,5,Remon,2:03,4
Rif Sint Marie,3/17/22,5,Remon,5:04,17
Rif Sint Marie,3/17/22,5,Remon,3:08,14
Rif Sint Marie,3/17/22,5,Remon,6:26,9
Rif Sint Marie,3/17/22,5,Remon,4:51,5
Rif Sint Marie,3/17/22,5,Remon,0:26,4
Rif Sint Marie,3/17/22,5,Remon,5:22,5
Rif Sint Marie,3/17/22,5,Remon,2:21,11
Rif Sint Marie,3/17/22,5,Remon,1:56,4
Rif Sint Marie,3/17/22,5,Remon,4:47,8
Rif Sint Marie,3/17/22,5,Remon,0:29,0
Rif Sint Marie,3/17/22,5,Remon,3:20,3
Rif Sint Marie,3/17/22,5,Remon,3:30,2
Rif Sint Marie,3/17/22,5,Remon,0:46,10
Rif Sint Marie,3/17/22,5,Remon,0:46,3
Rif Sint Marie,3/17/22,5,Remon,0:25,0
Rif Sint Marie,3/17/22,5,Remon,5:22,4
Rif Sint Marie,3/17/22,5,Remon,2:32,7
Rif Sint Marie,3/17/22,5,Remon,0:25,15
Rif Sint Marie,3/17/22,5,Remon,0:59,6
Rif Sint Marie,3/17/22,5,Remon,0:47,2
Rif Sint Marie,3/17/22,5,Remon,2:37,3
Rif Sint Marie,3/17/22,5,Remon,0:42,2
Rif Sint Marie,3/17/22,5,Remon,2:32,3
Directors Bay,5/9/22,2,Cheyenna,0:39,2
Directors Bay,5/9/22,2,Cheyenna,5:20,0
Directors Bay,5/9/22,2,Cheyenna,5:22,2
Directors Bay,5/9/22,2,Cheyenna,5:34,0
Directors Bay,5/9/22,2,Cheyenna,1:02,0
Directors Bay,5/9/22,2,Cheyenna,1:26,3
Directors Bay,5/9/22,2,Cheyenna,1:44,0
Directors Bay,5/9/22,2,Cheyenna,2:31,0
Directors Bay,5/9/22,2,Cheyenna,2:55,2
Directors Bay,5/9/22,2,Cheyenna,3:06,0
Directors Bay,5/9/22,2,Cheyenna,3:29,5
Directors Bay,5/9/22,2,Cheyenna,3:37,6
Directors Bay,5/9/22,2,Cheyenna,4:00,0
Directors Bay,5/9/22,2,Cheyenna,4:39,0
Directors Bay,5/9/22,2,Cheyenna,6:55,3
Directors Bay,5/9/22,2,Cheyenna,8:22,0
Directors Bay,5/9/22,2,Cheyenna,8:23,2
Directors Bay,5/9/22,2,Pieter,2:44,1
Directors Bay,5/9/22,2,Pieter,4:40,8
Directors Bay,5/9/22,2,Pieter,5:24,1
Directors Bay,5/9/22,2,Pieter,5:29,0
Directors Bay,5/9/22,2,Pieter,0:23,3
Directors Bay,5/9/22,2,Pieter,0:32,1
Directors Bay,5/9/22,2,Pieter,0:49,8
Directors Bay,5/9/22,2,Pieter,1:06,8
Directors Bay,5/9/22,2,Pieter,1:43,0
Directors Bay,5/9/22,2,Pieter,1:48,0
Directors Bay,5/9/22,2,Pieter,1:49,6
Directors Bay,5/9/22,2,Pieter,2:08,0
Directors Bay,5/9/22,2,Pieter,2:08,6
Directors Bay,5/9/22,2,Pieter,3:37,0
Directors Bay,5/9/22,2,Pieter,3:12,0
Directors Bay,5/9/22,2,Pieter,3:20,2
Directors Bay,5/9/22,2,Pieter,3:28,0
Directors Bay,5/9/22,2,Pieter,4:10,1
Directors Bay,5/9/22,2,Pieter,3:38,6
Directors Bay,5/9/22,2,Pieter,3:39,0
Directors Bay,5/9/22,2,Pieter,3:48,8
Directors Bay,5/9/22,2,Pieter,4:20,1
Directors Bay,5/9/22,2,Pieter,4:21,0
Directors Bay,5/9/22,2,Remon,0:15,3
Directors Bay,5/9/22,2,Remon,4:42,0
Directors Bay,5/9/22,2,Remon,5:06,3
Directors Bay,5/9/22,2,Remon,5:16,3
Directors Bay,5/9/22,2,Remon,0:44,0
Directors Bay,5/9/22,2,Remon,1:54,0
Directors Bay,5/9/22,2,Remon,2:02,2
Directors Bay,5/9/22,2,Remon,2:04,1
Directors Bay,5/9/22,2,Remon,2:10,2
Directors Bay,5/9/22,2,Remon,2:47,5
Directors Bay,5/9/22,2,Remon,2:51,0
Directors Bay,5/9/22,2,Remon,3:05,2
Directors Bay,5/9/22,2,Remon,3:08,2
Directors Bay,5/9/22,2,Remon,4:02,1
Directors Bay,5/9/22,2,Remon,5:26,0
Directors Bay,5/9/22,2,Remon,5:34,8
Directors Bay,5/9/22,2,Remon,5:57,0
Directors Bay,5/9/22,2,Remon,7:17,0
Directors Bay,5/9/22,2,Remon,7:32,1
Directors Bay,5/9/22,5,Cheyenna,1:59,1
Directors Bay,5/9/22,5,Cheyenna,1:59,1
Directors Bay,5/9/22,5,Cheyenna,1:59,0
Directors Bay,5/9/22,5,Cheyenna,5:50,4
Directors Bay,5/9/22,5,Cheyenna,0:24,2
Directors Bay,5/9/22,5,Cheyenna,0:30,1
Directors Bay,5/9/22,5,Cheyenna,1:41,0
Directors Bay,5/9/22,5,Cheyenna,1:41,0
Directors Bay,5/9/22,5,Cheyenna,1:41,0
Directors Bay,5/9/22,5,Cheyenna,3:24,0
Directors Bay,5/9/22,5,Cheyenna,4:01,6
Directors Bay,5/9/22,5,Cheyenna,4:28,1
Directors Bay,5/9/22,5,Cheyenna,2:27,2
Directors Bay,5/9/22,5,Cheyenna,4:48,2
Directors Bay,5/9/22,5,Cheyenna,4:48,0
Directors Bay,5/9/22,5,Cheyenna,5:18,3
Directors Bay,5/9/22,5,Cheyenna,4:30,0
Directors Bay,5/9/22,5,Cheyenna,5:50,1
Directors Bay,5/9/22,5,Cheyenna,5:42,0
Directors Bay,5/9/22,5,Pieter,0:47,3
Directors Bay,5/9/22,5,Pieter,1:20,0
Directors Bay,5/9/22,5,Pieter,0:12,2
Directors Bay,5/9/22,5,Pieter,6:15,2
Directors Bay,5/9/22,5,Pieter,7:09,1
Directors Bay,5/9/22,5,Pieter,7:20,3
Directors Bay,5/9/22,5,Pieter,1:33,12
Directors Bay,5/9/22,5,Pieter,1:38,2
Directors Bay,5/9/22,5,Pieter,2:04,0
Directors Bay,5/9/22,5,Pieter,3:57,0
Directors Bay,5/9/22,5,Pieter,4:40,1
Directors Bay,5/9/22,5,Pieter,5:07,1
Directors Bay,5/9/22,5,Pieter,5:45,0
Directors Bay,5/9/22,5,Pieter,5:45,4
Directors Bay,5/9/22,5,Pieter,6:08,2
Directors Bay,5/9/22,5,Pieter,6:08,1
Directors Bay,5/9/22,5,Remon,0:49,0
Directors Bay,5/9/22,5,Remon,4:59,0
Directors Bay,5/9/22,5,Remon,2:37,1
Directors Bay,5/9/22,5,Remon,1:07,1
Directors Bay,5/9/22,5,Remon,2:00,1
Directors Bay,5/9/22,5,Remon,1:47,0
Directors Bay,5/9/22,5,Remon,2:33,10
Directors Bay,5/9/22,5,Remon,5:10,0
Directors Bay,5/9/22,5,Remon,1:05,2
Directors Bay,5/9/22,5,Remon,0:20,4
Directors Bay,5/9/22,5,Remon,1:40,1
Directors Bay,5/9/22,5,Remon,1:54,0
Directors Bay,5/9/22,5,Remon,1:50,2
Directors Bay,5/9/22,5,Remon,4:11,0
Directors Bay,5/9/22,5,Remon,3:10,0
Directors Bay,5/9/22,5,Remon,0:40,19
Daaibooi,3/15/22,2,Cheyenna,3:57,0
Daaibooi,3/15/22,2,Cheyenna,3:16,9
Daaibooi,3/15/22,2,Cheyenna,0:36,4
Daaibooi,3/15/22,2,Cheyenna,0:21,4
Daaibooi,3/15/22,2,Cheyenna,0:44,0
Daaibooi,3/15/22,2,Cheyenna,0:33,0
Daaibooi,3/15/22,2,Cheyenna,0:17,0
Daaibooi,3/15/22,2,Nicole,5:16,4
Daaibooi,3/15/22,2,Nicole,2:55,0
Daaibooi,3/15/22,2,Nicole,8:50,2
Daaibooi,3/15/22,2,Nicole,9:17,6
Daaibooi,3/15/22,2,Nicole,2:21,6
Daaibooi,3/15/22,2,Nicole,7:42,1
Daaibooi,3/15/22,2,Nicole,1:50,3
Daaibooi,3/15/22,2,Nicole,4:28,3
Daaibooi,3/15/22,2,Nicole,4:49,4
Daaibooi,3/15/22,2,Nicole,4:35,7
Daaibooi,3/15/22,2,Nicole,8:14,3
Daaibooi,3/15/22,2,Nicole,1:22,2
Daaibooi,3/15/22,2,Nicole,3:28,27
Daaibooi,3/15/22,2,Nicole,2:09,4
Daaibooi,3/15/22,2,Nicole,5:23,9
Daaibooi,3/15/22,2,Nicole,6:21,9
Daaibooi,3/15/22,2,Nicole,6:01,24
Daaibooi,3/15/22,2,Nicole,3:09,0
Daaibooi,3/15/22,2,Nicole,3:17,8
Daaibooi,3/15/22,2,Nicole,9:38,1
Daaibooi,3/15/22,2,Nicole,7:28,1
Daaibooi,3/15/22,2,Nicole,7:50,2
Daaibooi,3/15/22,2,Nicole,2:29,4
Daaibooi,3/15/22,2,Nicole,0:50,0
Daaibooi,3/15/22,2,Nicole,0:43,4
Daaibooi,3/15/22,2,Nicole,5:36,7
Daaibooi,3/15/22,2,Nicole,5:16,15
Daaibooi,3/15/22,2,Nicole,7:41,5
Daaibooi,3/15/22,2,Nicole,7:29,8
Daaibooi,3/15/22,2,Nicole,5:18,6
Daaibooi,3/15/22,2,Nicole,3:06,6
Daaibooi,3/15/22,2,Nicole,7:00,9
Daaibooi,3/15/22,2,Nicole,5:09,4
Daaibooi,3/15/22,5,Cheyenna,3:05,3
Daaibooi,3/15/22,5,Cheyenna,3:44,5
Daaibooi,3/15/22,5,Cheyenna,3:03,4
Daaibooi,3/15/22,5,Cheyenna,3:56,0
Daaibooi,3/15/22,5,Cheyenna,0:23,7
Daaibooi,3/15/22,5,Cheyenna,3:09,27
Daaibooi,3/15/22,5,Cheyenna,3:40,0
Daaibooi,3/15/22,5,Cheyenna,0:26,9
Daaibooi,3/15/22,5,Cheyenna,7:03,4
Daaibooi,3/15/22,5,Cheyenna,1:26,0
Daaibooi,3/15/22,5,Cheyenna,2:48,5
Daaibooi,3/15/22,5,Cheyenna,1:37,0
Daaibooi,3/15/22,5,Cheyenna,0:48,1
Daaibooi,3/15/22,5,Cheyenna,3:37,1
Daaibooi,3/15/22,5,Cheyenna,2:00,8
